id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
4936254	Big & bright 2 bedroom apartment! Lower East Side!	22087408	Dominik	Manhattan	Lower East Side	40.71763	-73.98359	Entire home/apt	150	1	17	43653	0.36	3	264
22618211	Midtown NYC Studio	5668546	Tom	Manhattan	Hell's Kitchen	40.75574	-73.99638	Entire home/apt	103	1	0			1	0
6291568	2 Bedroom in Wburg w/ living room	987621	Tommy	Brooklyn	Williamsburg	40.70792	-73.94274	Private room	80	1	2	42149	0.04	1	0
33471805	Comfortable Room with Private Bath - 15 min to JFK	252191305	Marion	Queens	Cambria Heights	40.6909	-73.73193	Private room	50	1	34	43646	11.21	1	61
16147304	Studio/Full Kitchen at Wyndham Midtown 45 Resort	69545883	Chayla	Manhattan	Midtown	40.75302	-73.97221	Private room	699	3	2	42719	0.06	12	365
23027784	Stylish Upper East Side Brownstone Studio	56283770	Lia	Manhattan	Upper East Side	40.76327	-73.96766	Entire home/apt	145	30	1	43633	1	6	122
9575930	Gorgeous 1bd in 2bd Apt. Manhattan	16417917	Karina	Manhattan	Morningside Heights	40.80774	-73.95703	Private room	100	2	17	43630	0.39	1	0
10675218	New York style loft space	7556789	Samuel	Manhattan	East Harlem	40.80523	-73.93929	Private room	60	1	0			1	0
34813770	AMAZING ONE MONTH SUBLET IN WILLIAMSBURG!!!	259826953	Yaron	Brooklyn	Williamsburg	40.71771	-73.95831	Private room	99	3	2	43625	1.67	2	179
19342315	"Sunny, Spacious Apartment in Manhattan"	135511518	Chloe	Manhattan	Washington Heights	40.85678	-73.92696	Private room	43	7	0			1	0
18561753	Spacious and stylish Soho 1-Bedroom	39829442	Dilara	Manhattan	SoHo	40.72565	-74.00161	Entire home/apt	295	2	4	43079	0.16	1	0
9348923	Modern/Spacious 1Br-1 stop to city!	6264251	Chris	Brooklyn	Williamsburg	40.71968	-73.9602	Entire home/apt	110	2	24	43021	0.56	1	0
27936320	Bushwick Duplex Haven near L train	52593429	Xavier	Brooklyn	Bushwick	40.70488	-73.92521	Private room	58	2	13	43547	1.25	2	3
13055856	A Brooklyn Experience	72287701	Robert	Brooklyn	Crown Heights	40.67533	-73.95545	Entire home/apt	175	1	121	43584	3.17	1	7
22325426	Convenient and friendly home  away from home	163217478	Myriam	Queens	East Elmhurst	40.75966	-73.88295	Private room	45	1	140	43652	7.47	2	81
531091	King size bedroom in 2 bed apartment	1787284	Dragan	Queens	Astoria	40.75532	-73.91603	Private room	109	30	304	43635	3.7	1	0
15310417	Cozy Space in Crown Heights	77778146	Andre	Brooklyn	Crown Heights	40.66596	-73.94936	Private room	75	1	13	43440	0.39	8	311
32919980	CHARMING BEDROOM❤️HEART OF BROOKLYN	247673988	Adrian	Brooklyn	Bushwick	40.69929	-73.93602	Private room	55	1	16	43648	4.36	2	169
20427684	"TWIN BED. Walk to US OPEN, LGA AIRPORT & CITIFIELD"	32446721	Veronica	Queens	Corona	40.74967	-73.86311	Shared room	45	1	16	43645	0.7	6	365
21642874	Luxe NYC apt w/ balcony + stunning skyline views	8716709	Stacey	Brooklyn	Williamsburg	40.711	-73.95701	Entire home/apt	300	2	0			1	0
24599215	3 bedrooms 2 baths Brooklyn Home 15m to Manhattan!	185888575	Shirley	Brooklyn	Bushwick	40.69571	-73.93144	Entire home/apt	240	3	50	43640	3.44	1	243
21966418	Decorated cozy Brooklyn jewish apartment!	160233319	Josh	Brooklyn	Flatlands	40.6197	-73.94426	Entire home/apt	86	2	0			1	0
21568479	Williamsburg house - Master Bedroom	536745	Johnny	Brooklyn	Williamsburg	40.71846	-73.94489	Private room	95	3	6	43212	0.3	3	0
30393251	"Darling Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground"	107434423	Blueground	Manhattan	Chelsea	40.7387	-73.99699	Entire home/apt	314	30	1	43496	0.19	232	345
10967026	Quaint Room in Upper Manhattan	4837798	Jayson	Manhattan	Harlem	40.82561	-73.9446	Private room	50	3	107	43647	2.57	1	209
32420737	"Classic UWS doorman 3 BR. River, elevator, dogs"	231704	Judith	Manhattan	Upper West Side	40.7897	-73.97909	Entire home/apt	317	30	0			3	358
32167255	"Bedroom in a cosy/ bright apartment, Williamsburg"	6883576	Otto	Brooklyn	Williamsburg	40.71516	-73.94934	Private room	98	1	9	43632	2.37	1	53
32361650	"Trendy Private Room in Prime NY, 3 Train Nearby!"	242962235	Yuval	Queens	Ridgewood	40.70727	-73.89627	Private room	42	30	0			23	332
14491976	Long term sublet in Clinton Hill	44037475	Hannah	Brooklyn	Bedford-Stuyvesant	40.69242	-73.95967	Shared room	30	25	15	43565	0.43	4	78
7771351	NYC Queen size Bedroom w/private  bathroom.	40877319	Ray	Bronx	Pelham Bay	40.84423	-73.83602	Private room	59	3	113	43622	2.42	1	290
21015347	Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan	102618751	Shawn	Brooklyn	East New York	40.65894	-73.8921	Entire home/apt	300	2	24	43639	3.29	1	294
17495862	Homey funky eclectic rich of arts	90215210	Lou	Brooklyn	Crown Heights	40.67167	-73.93088	Private room	45	4	37	43640	1.29	1	84
30792372	UWS Studio Apartment	230375654	Tracey	Manhattan	Upper West Side	40.78168	-73.98099	Entire home/apt	250	2	0			1	0
33500292	Close to JFK	146275359	Modupe	Queens	Springfield Gardens	40.68831	-73.75141	Private room	42	3	10	43652	3.09	3	352
19567154	"Cozy, Private Apartment with Balcony"	2128192	Jacqueline	Brooklyn	Greenpoint	40.72485	-73.94582	Private room	99	5	0			1	0
2083824	Luxurious & Spacious 1 Bedroom Apt	10643695	Sam	Brooklyn	Williamsburg	40.71131	-73.96813	Entire home/apt	575	1	0			1	0
8576773	"Modern, Sunny Apt in West Village"	6926778	Maurice	Manhattan	West Village	40.73932	-74.00382	Entire home/apt	289	3	10	43343	0.22	1	88
36348763	Large NEW 2 bedroom in Brooklyn	273344288	Ann	Brooklyn	Midwood	40.61693	-73.95354	Entire home/apt	180	1	0			1	57
13843681	Convienent Entire Upper Manhattan Apartment	81706032	Terry	Manhattan	Washington Heights	40.83484	-73.94009	Entire home/apt	95	4	3	43376	0.09	1	0
12132772	Iris: STG GoYankees!	13750728	Gayle	Bronx	Longwood	40.81928	-73.90933	Private room	60	2	47	43595	1.22	4	249
31315991	Large Williamsburg room	195650850	Jasmine	Brooklyn	Williamsburg	40.71218	-73.94616	Private room	60	3	1	43554	0.3	1	0
10053993	Cozy 1  BR in heart of West Village	25821059	Jenna	Manhattan	West Village	40.73482	-74.00834	Entire home/apt	140	2	6	42576	0.15	1	0
4867504	"Quite Room, Private Bath Easy Tra!"	10387090	Luis Enrique	Brooklyn	Bedford-Stuyvesant	40.6815	-73.91267	Private room	42	30	3	42371	0.05	5	348
3915042	Murray Hill / Midtown East Studio	9081271	Samantha	Manhattan	Murray Hill	40.74933	-73.9724	Entire home/apt	300	1	2	41981	0.03	1	0
13327345	Full size bed in Petite room with exposed brick.	75275467	Yaron	Bronx	Port Morris	40.80952	-73.93025	Private room	41	2	57	43633	1.54	4	146
32560880	94TH STREET BIGGER 1BR SUITE WITH DOORMAN-GYM	123745971	Especial	Manhattan	Upper East Side	40.78187	-73.94699	Private room	500	2	0			6	351
30862301	Pvt entrance lower level apt w/cable-wi-fi pvt bth	22983583	Jannette	Queens	Woodhaven	40.69545	-73.86084	Private room	30	2	8	43625	1.76	1	0
11738831	Spacious 1 BDRM near Central Park	25116430	Michael	Manhattan	Upper East Side	40.77559	-73.95263	Entire home/apt	140	1	183	43621	4.56	1	63
66718	West Harlem Home Base - Eco-Apt.	136227	Henning	Manhattan	Harlem	40.81322	-73.95306	Entire home/apt	135	6	187	43639	1.87	1	189
8866435	RARE & AWESOME Williamsburg Loft!	3629010	William	Brooklyn	Williamsburg	40.71248	-73.96679	Entire home/apt	200	20	0			1	0
29190199	"Quick walk to L Train, Free Cleaning & WiFi!"	105506002	Martin & Steve	Brooklyn	Williamsburg	40.7126	-73.93982	Private room	44	30	1	43625	1	1	84
18235200	Cozy Private Bedroom Near LGA	62466309	Paula	Queens	East Elmhurst	40.76518	-73.89182	Private room	50	2	1	43436	0.14	1	34
10435862	Two Beds OR KingSize Bed by Subway; Washer/Dryer	9372363	Tj	Brooklyn	Midwood	40.61465	-73.96065	Private room	65	2	8	43562	0.19	2	321
13613052	Cute Apt in the Heart of Chelsea	25596158	Ashlee	Manhattan	Chelsea	40.74366	-74.0005	Private room	70	1	2	42579	0.06	1	0
33472626	Top room with a view Quiet Easy A-train downtown	19931875	Luz & Ruben	Manhattan	Inwood	40.86804	-73.92429	Private room	57	7	1	43647	1	3	225
36264087	Sun filled apartment in SoHo/Nolita	23780133	Justine	Manhattan	Nolita	40.72349	-73.99322	Entire home/apt	180	3	0			1	14
27779367	Unique Apartment in Park Slope	5744362	Boer	Brooklyn	Park Slope	40.6779	-73.97991	Private room	150	1	1	43352	0.1	1	276
19390314	TRUE WEST VILLAGE GROUND FL. WITH GARDEN!!	79572183	Gillian	Manhattan	West Village	40.73852	-74.00269	Entire home/apt	180	30	0			1	264
19573709	Studio - West Village - Unit 5	4422523	Marie	Manhattan	West Village	40.73545	-74.00529	Entire home/apt	150	30	6	43630	0.58	6	141
36175721	Historic Beach Bungalow-Steps to train- By Beach	271844440	Timothy	Queens	Rockaway Beach	40.58967	-73.81351	Entire home/apt	129	1	0			3	172
30948241	Book NOW this New 3br Home with lots of space.	193626078	Andy	Bronx	Belmont	40.85222	-73.89277	Entire home/apt	299	1	10	43644	1.52	3	322
3291524	Great Location	15740819	Heather	Brooklyn	Fort Greene	40.69236	-73.97254	Private room	100	30	5	43311	0.08	2	10
14278303	Gorgeous Apartment with Balcony & Terrace	792365	Eytan	Brooklyn	Williamsburg	40.71677	-73.94124	Entire home/apt	200	4	9	43645	0.26	1	9
18872076	The Peace Pad- 1 bedroom Full Bed	15017590	Kathleen	Manhattan	Harlem	40.82896	-73.94223	Private room	50	1	2	42895	0.08	1	0
16338086	Great Duplex in Crown Heights	106401814	Tania	Brooklyn	Prospect-Lefferts Gardens	40.66075	-73.94549	Entire home/apt	180	3	0			1	0
15321266	Spacious 1BR Apt / Hamilton Heights	219320	Matt	Manhattan	Harlem	40.82218	-73.94593	Entire home/apt	120	1	4	42673	0.12	1	0
20812387	Cozy Studio In Crown Heights	149249049	Kyle	Brooklyn	Crown Heights	40.67785	-73.95086	Entire home/apt	80	2	85	43639	3.94	1	272
10766339	Gorgeous 2BR by Brooklyn Museum	9358748	Uri	Brooklyn	Crown Heights	40.67039	-73.95959	Entire home/apt	95	14	3	42662	0.08	1	0
29043928	Brooklyn Sanctuary	218883687	Parrish	Brooklyn	East Flatbush	40.63931	-73.94451	Private room	125	1	7	43466	0.76	2	364
24537187	Sonder | The Biltmore | Quaint Studio + Rooftop	12243051	Sonder	Manhattan	Financial District	40.70561	-74.0086	Entire home/apt	145	29	4	43608	0.42	96	341
1046443	"Beautiful & spacious apartment in Astoria, Queens"	5760970	Chris	Queens	Ditmars Steinway	40.77117	-73.90427	Private room	200	1	16	43646	0.68	2	364
32016639	Forest Sanctuary in Bushwick	7964926	Matthew	Brooklyn	Bushwick	40.70118	-73.92176	Entire home/apt	90	2	19	43639	3.88	1	53
13943523	Spacious Manhattan apartment with amazing view	24461849	Fredrik	Manhattan	Midtown	40.74569	-73.98592	Entire home/apt	280	3	2	42737	0.07	1	0
35188790	Spacious & Sunny Decatur 2F Room#3	262033253	Jenny	Brooklyn	Bushwick	40.68675	-73.909	Private room	60	1	3	43651	3	2	178
35253668	Room/house nearby JFK airport Spri	264043510	Ken	Queens	Springfield Gardens	40.6624	-73.76348	Private room	60	1	2	43642	2	6	179
24181763	"Private Room in Bklyn, 1 min to J, Free Breakfast"	182260692	Leesha	Brooklyn	Cypress Hills	40.68168	-73.87882	Private room	99	2	67	43647	4.59	2	295
1128681	Sunny Room in Lower East Side Apt!	302772	Cheryl	Manhattan	Lower East Side	40.71446	-73.98833	Private room	115	3	29	43645	0.48	2	339
28699654	"Home For Medical Professionals - ""The Kinetic"""	26377263	Stat	Brooklyn	East Flatbush	40.65429	-73.93601	Private room	57	30	0			43	306
9740010	PRIVATE STUDIO: L TRAIN WATERFRONT	389899	Maria	Brooklyn	Williamsburg	40.7179	-73.95938	Entire home/apt	146	28	208	43611	4.8	2	200
20753634	IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS	76104209	Rated	Manhattan	Midtown	40.7507	-73.97086	Entire home/apt	175	30	0			33	365
7677565	Private Room With Queen Bed in NYC	40316314	Chris	Manhattan	East Village	40.72338	-73.98239	Private room	80	1	1	42232	0.02	2	0
13316028	Duplex Condo in Williamsburg- Pvt Ensuite Bath!	6459374	Juan	Brooklyn	Greenpoint	40.72446	-73.95235	Private room	120	2	10	43074	0.27	1	0
16426099	All season studio in Astoria	107682732	Elva	Queens	Ditmars Steinway	40.77677	-73.9106	Entire home/apt	100	3	93	43644	3.03	1	12
188146	"""The Oasis"" on Bedford Williamsburg"	906200	Mariana	Brooklyn	Williamsburg	40.7158	-73.95803	Entire home/apt	350	6	1	42370	0.02	1	233
27635012	East Village duplex with private roof access!	26825592	Jeff	Manhattan	East Village	40.73028	-73.98165	Entire home/apt	140	2	19	43618	1.76	1	18
296345	E Williamsburg Apartment with Yard	496164	Todd	Brooklyn	Williamsburg	40.71143	-73.94159	Private room	75	2	98	43616	1.07	2	264
18958355	Delightful LIC Brownstone	57643057	Daniel	Queens	Long Island City	40.74617	-73.94645	Private room	71	7	94	43632	3.66	2	194
15980715	High-ceilinged room in artist loft space -Bushwick	3619937	Freddi	Brooklyn	Bushwick	40.699	-73.92849	Private room	46	7	26	43635	0.91	2	0
31058735	"25 minutes from Manhattan, shared room"	208367810	Dan	Brooklyn	Borough Park	40.63892	-73.9974	Shared room	35	2	1	43464	0.16	4	87
14219018	Huge Lux Designer 1 BR. Renovated	10388850	David	Manhattan	Midtown	40.75637	-73.96338	Entire home/apt	379	20	0			1	364
16269161	Cozy Zen Room Beautiful Brownstone	104626152	Nikki	Brooklyn	Bedford-Stuyvesant	40.68817	-73.95479	Private room	200	2	1	42737	0.03	4	189
6654081	4-BR Townhouse on Quiet Brooklyn Block	2979971	Anna	Brooklyn	Prospect-Lefferts Gardens	40.66016	-73.95382	Entire home/apt	205	3	1	43471	0.16	1	0
9288411	Heart of St Marks 2 Bedroom	6640038	Kasia	Manhattan	East Village	40.72789	-73.98756	Entire home/apt	350	3	0			1	0
13899190	East Village One Bedroom	15099636	Natalie	Manhattan	East Village	40.72611	-73.97905	Entire home/apt	120	1	3	42576	0.08	1	0
3687227	"spacious, quiet room w/private bath: BK brownstone"	4765290	Emily	Brooklyn	Bedford-Stuyvesant	40.68769	-73.95333	Private room	65	2	3	42590	0.06	1	0
9340975	Sunny & Spacious Park Slope Gem	1939202	Sarah	Brooklyn	Park Slope	40.66675	-73.97571	Entire home/apt	200	8	2	42528	0.05	1	0
35653330	Heart of Bushwick home	20514946	Jennifer	Brooklyn	Bushwick	40.70056	-73.92162	Entire home/apt	230	2	2	43640	2	1	274
32553235	Prime Union Square Location Private Room Fireplace	9630772	Nada	Manhattan	Gramercy	40.73621	-73.98729	Private room	120	4	0			2	12
22251732	Bed-Stuy (20mins to Manhattan/Williamsburg/Queens)	162598902	Finnían	Brooklyn	Bedford-Stuyvesant	40.6861	-73.95161	Private room	40	4	2	43101	0.11	1	0
8588621	Room in beautiful Brownstone Apt	25889382	Erin	Brooklyn	Crown Heights	40.67649	-73.94657	Private room	60	2	79	43615	1.75	1	268
10106530	Sunny One Bedroom in Crown Heights	8511553	J	Brooklyn	Crown Heights	40.6774	-73.94726	Entire home/apt	55	2	6	42550	0.14	1	0
3586141	"Brooklyn private room, by F,Gtrain"	14898658	Chadanut	Brooklyn	Windsor Terrace	40.65015	-73.97945	Private room	38	30	77	43583	1.28	11	309
35288505	Trendy & Modern Bushwick Brooklyn Apartment	44021873	Daniel	Brooklyn	Bedford-Stuyvesant	40.6946	-73.93448	Private room	95	4	2	43644	2	1	28
26739303	SUNNY ROOM C - GREAT LOCATION RIGHT NEXT TO METRO	199786012	Nadine	Brooklyn	Bedford-Stuyvesant	40.69373	-73.95041	Private room	65	30	35	43633	3.04	3	348
437352	Fantastic 2BR in Brooklyn's Best Area	290662	Seth	Brooklyn	Park Slope	40.67078	-73.98815	Entire home/apt	105	115	15	43465	0.17	1	219
27390188	2BR APT IN MIDTOWN~WEST55TH STREET	200380610	Pranjal	Manhattan	Hell's Kitchen	40.76711	-73.98685	Entire home/apt	250	30	0			65	275
18748170	Private bedroom in large sunny 3 BR/2BA	493545	Jennifer	Brooklyn	Crown Heights	40.67305	-73.94788	Private room	90	1	3	43415	0.34	2	179
502429	Park Slope duplex with backyard	2100968	Elodie	Brooklyn	South Slope	40.66153	-73.98554	Entire home/apt	325	3	116	43653	1.37	1	203
3974464	Art Studio Loft in Manhattan (UWS)	20047729	Fabio	Manhattan	Upper West Side	40.78789	-73.97679	Private room	50	5	0			1	0
34206597	Waterfront 2 bd apt. Amazing views to Manhattan!	227163	"Coleen, Felipe And Victoria"	Brooklyn	Williamsburg	40.70847	-73.96837	Entire home/apt	270	3	1	43624	1	1	0
35493162	Luxury Apartment in Amazing Williamsburg! Sleeps 7	259662705	Elay	Brooklyn	Williamsburg	40.71324	-73.94271	Entire home/apt	184	3	1	43627	1	1	217
24919764	Thomas's creek	169882061	Keisha	Brooklyn	Bedford-Stuyvesant	40.68518	-73.93682	Entire home/apt	225	2	23	43640	1.66	1	77
1089619	"Bright, Huge Room in 3 Bedroom Apt."	5986790	Gen	Manhattan	Washington Heights	40.83535	-73.94334	Private room	40	7	26	43641	0.67	6	272
27978240	Private/Relaxing Queen PopUp bed 30min2timessqr	4290578	Noah	Manhattan	Inwood	40.86524	-73.92195	Private room	45	1	12	43504	1.37	1	0
22172728	Entire 1 Bedroom Apartment in Midtown Manhattan	40478687	Min	Manhattan	Murray Hill	40.75069	-73.97973	Entire home/apt	250	4	1	43101	0.05	1	0
3265275	"2BR, UWS, Doorman, Balcony, CntrlPK"	16512899	Jeremy	Manhattan	Upper West Side	40.7898	-73.9708	Entire home/apt	200	1	0			1	0
7949344	Large Chill and Vibes 1 Bedroom	41919914	Austin	Brooklyn	Bushwick	40.69881	-73.93057	Private room	80	1	2	42280	0.04	1	188
14947252	5 Star Apt / Location Full of Character	14564237	Lauren	Brooklyn	Williamsburg	40.72022	-73.95727	Entire home/apt	280	10	5	43364	0.14	1	0
21966051	Modern Studio Queen Room In Gowanus Inn	159091490	Melissa	Brooklyn	Gowanus	40.67893	-73.98365	Private room	139	1	10	43635	0.51	17	364
15603347	Comfortable room in a chic and modern house	515095	Mei	Brooklyn	Carroll Gardens	40.67855	-74.00075	Private room	79	2	74	43647	2.24	2	45
7491626	Balcony Oasis & Open View - 20 min to Manhattan	30662827	Nicole	Queens	Astoria	40.767	-73.93051	Entire home/apt	95	4	1	42559	0.03	1	0
33847217	BIG BEDROOM CLOSE TO LA GUARDIA AIRPORT FREE WIFI	22784412	Stephanie	Queens	East Elmhurst	40.76402	-73.89098	Private room	44	1	0			2	0
6314794	Bright Room at the Hudson!	3944633	Siobhan	Manhattan	Harlem	40.82782	-73.95155	Private room	79	1	0			1	0
10167436	Sunny Cozy Private Room in East Williamsburg	8515724	J	Brooklyn	Williamsburg	40.7075	-73.94055	Private room	68	1	29	43620	0.77	3	0
5536824	2  BEDROOM GREAT  APT ON  LEXINGTON  AVE MUST SEE	24715671	Julia	Manhattan	Midtown	40.74294	-73.98499	Entire home/apt	200	30	9	43300	0.17	4	342
18136685	"Clean, Cosy Private 1 Bd Apartment Fort Greene"	8740662	Nichole	Brooklyn	Clinton Hill	40.69369	-73.96826	Entire home/apt	125	6	0			1	0
20622825	Sunny loft	9704072	Staccey	Brooklyn	Bushwick	40.70763	-73.92223	Private room	90	1	0			1	0
35232437	JavitsCenter Private Oasis 7beds 2bath	153568512	Thais & Daniel	Manhattan	Hell's Kitchen	40.75748	-73.99477	Entire home/apt	800	1	0			1	360
14536245	Downtown NYC Studio Apt. near World Trade Center	30283594	Kara	Manhattan	Financial District	40.70782	-74.01525	Entire home/apt	189	30	1	43638	1	121	364
9905142	New York NY Downtown (East Village)	15869370	Bernie	Manhattan	East Village	40.73036	-73.98673	Entire home/apt	250	7	20	43598	0.47	1	13
20982862	Spacious NYC Duplex- 1 Bedroom & 2 Bathrooms	38250510	Ant	Queens	Elmhurst	40.72859	-73.87276	Entire home/apt	150	2	10	43466	0.46	1	89
19466900	3 Bed/2 Bath Williamsburg Apt. with HUGE Terrace	8451716	John	Brooklyn	Williamsburg	40.70853	-73.95249	Entire home/apt	225	3	9	43646	0.37	1	2
718761	"2 private BRs, private bath - Like your OWN APT"	216191	M	Brooklyn	Williamsburg	40.70985	-73.9452	Private room	146	2	8	43533	0.11	4	88
8117209	Location Dali ( rail road room ) only girls.	3250450	Petya	Queens	Long Island City	40.75547	-73.91867	Private room	37	15	12	43628	0.26	18	361
12315833	A lovely home to lay your head down	64341665	Nka	Manhattan	Harlem	40.82039	-73.94147	Private room	69	1	38	43646	0.97	2	365
12532453	Spacious Williamsburg Apartment	18004909	Josh	Brooklyn	Williamsburg	40.71513	-73.94848	Private room	95	2	1	42491	0.03	1	9
19620202	CRASH COOL TRAVELBLOGGERS COUCH LEARN TRAVEL TIPS!	44735076	StayWithaTravelWriter	Brooklyn	Crown Heights	40.67767	-73.9602	Shared room	59	1	44	43646	1.8	1	90
29392426	Cozy Apt x Rent Close to Manhattan	4666670	Jeanny	Queens	Astoria	40.77029	-73.91881	Entire home/apt	110	5	1	43472	0.16	4	173
2523629	ENTIRE APT IN GORGEOUS PARK SLOPE	12921356	Elizabeth	Brooklyn	South Slope	40.66517	-73.98637	Entire home/apt	165	5	7	42369	0.11	1	0
16965972	Charming Bedroom in hip Lower East Side!	100672521	Angie	Manhattan	Lower East Side	40.71203	-73.99008	Private room	99	1	125	43642	4.31	3	119
15625556	Private Room for 2 in Midtown West ☆	100721907	H	Manhattan	Chelsea	40.74929	-73.99658	Private room	78	3	87	43639	2.68	1	44
10271071	BROOKLYN'S HAVEN	9346894	Gade	Brooklyn	Cypress Hills	40.68203	-73.89374	Private room	65	1	75	43622	1.8	2	361
21004111	Prime East Village REAL 1 Bedroom	22225802	David	Manhattan	East Village	40.72236	-73.97756	Entire home/apt	200	5	0			1	0
4500615	"Chelsea, balcony and 2 bedrooms!"	6519939	Raj	Manhattan	Chelsea	40.75005	-73.99718	Entire home/apt	320	3	0			1	0
33315595	Bright Top Floor + Private Terrace in Williamsburg	131057988	Brandon & Caitlyn	Brooklyn	Williamsburg	40.71419	-73.94138	Private room	150	2	7	43645	2.66	1	48
54466	Beautiful Uptown Manhattan apartmnt	253385	Douglas	Manhattan	Harlem	40.80234	-73.95603	Private room	200	30	0			1	365
4108547	East Village Queen Bed - Breakfast  - Subway 2 Blk	21315876	Helen	Manhattan	East Village	40.72333	-73.98838	Private room	65	1	139	43643	3.64	2	103
19228956	Spacious and bright apartment in Manhattan	19783595	Romy	Manhattan	East Harlem	40.79234	-73.94145	Entire home/apt	120	5	9	42979	0.36	1	0
11633801	Prospect Heights Three Bedroom	28808966	Christopher	Brooklyn	Crown Heights	40.67815	-73.96232	Entire home/apt	180	1	0			1	0
21728670	Private 1BR w/ Full-sized Bed. Great Location!	158222655	Adam	Brooklyn	Williamsburg	40.71901	-73.9571	Private room	100	1	69	43636	3.55	1	85
22265765	2Br~Prime Upper east~Central park~10 Min	162280872	Izi	Manhattan	Upper East Side	40.77466	-73.94748	Entire home/apt	150	30	5	43617	0.29	13	140
7620336	$1200/ Feb.16th---Mar.13th *^COZY STUDIO APARTMENT	39968155	Brad	Manhattan	East Harlem	40.79106	-73.94588	Entire home/apt	65	20	0			1	0
20586647	Large Studio near Central Park	16401899	Christford	Manhattan	East Harlem	40.78998	-73.946	Entire home/apt	120	1	61	43634	2.67	1	1
31190191	"Hey, It's Brooklyn, JUST BE YOU."	233189145	Lynda	Brooklyn	Windsor Terrace	40.65224	-73.9762	Private room	85	1	18	43639	3.16	1	168
24678015	"A place to sleep the night near NYC,RUMC, Brooklyn"	32162495	Mostafa	Staten Island	Tompkinsville	40.63126	-74.0921	Entire home/apt	48	3	1	43297	0.08	3	0
33685563	Magical cozy studio in the heart of West village	35842670	Keshet	Manhattan	West Village	40.73792	-74.00063	Entire home/apt	230	14	2	43636	0.65	1	87
24749018	Brand new 2-bed in luxury full-service building	3346513	Sorel	Brooklyn	Downtown Brooklyn	40.69192	-73.98391	Entire home/apt	250	4	15	43606	1.04	2	22
26038825	Beautiful Historic Harlem Townhouse	195693063	Billy	Manhattan	Harlem	40.82252	-73.94858	Private room	125	1	63	43635	5.34	2	293
3740402	NYC: an Upper-Eastside room of your own!	18836774	Jime	Manhattan	Upper East Side	40.77693	-73.95632	Private room	82	3	56	43645	0.94	5	138
852949	INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!	4453107	Sandi	Manhattan	Greenwich Village	40.72977	-74.00164	Entire home/apt	195	2	12	43600	0.18	1	90
22302785	Stunning Loft Penthouse Central Park Terrace New	157757066	Cynthia	Manhattan	Upper East Side	40.76683	-73.96867	Entire home/apt	1046	1	10	43380	0.54	1	365
35672836	Times Square NYC	241985816	Carlos	Queens	Astoria	40.76847	-73.90852	Private room	100	1	1	43643	1	3	89
33659082	Home Away From Home at Mosholu pkwy	229929832	Ifeoluwa	Bronx	Norwood	40.87414	-73.88342	Private room	51	1	10	43650	4.76	1	271
30942047	Holiday Get Away	19902999	Jose	Manhattan	Midtown	40.75914	-73.9798	Entire home/apt	150	1	1	43465	0.16	1	0
25166331	Heart of the city	47580042	Leonardo	Manhattan	Theater District	40.75971	-73.98639	Entire home/apt	337	4	0			1	83
30268825	Amazing Studio In Best Part of NYC	227309215	Jamie	Manhattan	Lower East Side	40.72129	-73.99271	Entire home/apt	250	5	1	43580	0.4	1	87
22346131	MODERN HAVEN IN CITY	156187884	Mairo	Queens	Astoria	40.75596	-73.92798	Entire home/apt	135	2	44	43636	2.37	1	83
2669366	"Priv. Room in a House,15min,Manhatt"	13664245	Denise	Bronx	Claremont Village	40.84192	-73.91108	Private room	40	3	46	43616	0.72	2	292
30856384	Cozy Crown Heights Studio	13501779	Alex	Brooklyn	Crown Heights	40.67188	-73.95049	Entire home/apt	85	3	0			2	0
35677001	Large Times Sq/Midtown/Broadway Luxury High-rise	11908795	Ryan	Manhattan	Hell's Kitchen	40.7615	-73.99546	Entire home/apt	350	5	0			1	87
2071839	Room in a lovely 2br apartment - East Williamsburg	1939680	Silvia	Brooklyn	Williamsburg	40.70731	-73.94344	Private room	60	7	5	43317	0.14	1	3
12108264	"Cool Brooklyn, Close to Manhattan"	64930464	Maya	Brooklyn	Bedford-Stuyvesant	40.68823	-73.93367	Entire home/apt	126	2	181	43639	4.73	1	182
3939086	"Call this Home (for a spell, at least....)"	881214	Mysia	Bronx	Mott Haven	40.80866	-73.92069	Private room	45	5	14	42973	0.28	1	0
15024889	WARM AND CHARMING 2 BED APARTMENT	26924376	Lucy	Queens	Ozone Park	40.68285	-73.85248	Entire home/apt	70	5	17	43645	0.49	1	331
30561353	Williamsburg waterfront 1 BR in luxury building	169898690	Antonia	Brooklyn	Williamsburg	40.72161	-73.96327	Entire home/apt	125	90	0			1	129
9585027	Cozy Oversized Room - near Park Ave	45632792	Nickie	Manhattan	Kips Bay	40.74231	-73.97697	Private room	80	1	2	42343	0.05	2	0
20857108	Perfect one bedroom in midtown Manhattan	120762452	Stanley	Manhattan	Murray Hill	40.74814	-73.97554	Entire home/apt	175	30	1	43323	0.09	50	365
